search_id,row_index,DOI,Year & Author,Mxene formula,Composition,Synthesis method,Layer No,Interlayer spacing (d),Flake Size,Porosity,Pore Diameter,Tortuosity,Electrode Thickness,Mass Loading,Electrolyte,SSA,Scan Rate,Current Density,Gravimetric Capacitance,Volumetric Capacitance,Areal Capacitance
5,20,10.1002/eem2.12110,2020 Buczek et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –F, –Cl, =O, –OH terminations",MILD (LiF/HCl) + sequential vacuum filtration (S on top of L); HCDI version via doctor blade + spray coating,Delaminated (single/few-layer),12.84 (VAF) / 11.82 (blade-coated),Mixed: >1 µm (L) + hundreds nm (S),,,,10 (spray S layer) + 7 (blade L layer) = ~17 total lµm,3.5–5.5mg cm⁻²,"1 M NaCl, 1 M KCl, 1 M MgCl₂ (static); 15 mM NaCl (HCDI flow)",,5mV s⁻¹,,~110F g⁻¹,300 (NaCl); 270 (MgCl₂); 225 (KCl)F cm⁻³,
5,21,10.1021/acs.chemmater.0c02026,2020 Guo et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F terminations",HF etching (40% concentrated HF),Multilayer,10.02Å,,,,,~60µm,~15mg cm⁻²,0.5 M Na₂SO₄,4.27m² g⁻¹,1mV s⁻¹,3mA cm⁻²,,90.1F cm⁻³,542.7mF cm⁻²
5,22,10.1021/acs.chemmater.0c02026,2020 Guo et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F terminations; Al content 1.18%",MILD (LiF/HCl: 6 M HCl + 0.33 g LiF),Multilayer,12.15Å,,,,,~60µm,~15mg cm⁻²,0.5 M Na₂SO₄,1.91m² g⁻¹,1mV s⁻¹,3mA cm⁻²,,131.9F cm⁻³,794.0mF cm⁻²
5,23,10.1021/acs.chemmater.0c02026,2020 Guo et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F, –SO₄ terminations; Al content 0.54%",LiF/H₂SO₄ etching (3 M H₂SO₄ + 0.33 g LiF),Multilayer,12.23Å,,,,,~60µm,~15mg cm⁻²,0.5 M Na₂SO₄,3.18m² g⁻¹,1mV s⁻¹,3mA cm⁻²,,218.7F cm⁻³,1399.0mF cm⁻²
5,24,10.1002/batt.201900185,"2019 Jung, Gund, Gogotsi, Park",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O surface terminations","LiF/HCl (MILD) etching, 9 M HCl + 7.5 M LiF, 35 °C, 24 hr",Few-layer,6.8 (MXene); 5.9 (rGO in MXrGO11)nm,,,,,,0.70 mg cm⁻²,1 M MgSO₄,,2  mV s⁻¹,2 A g⁻¹,,49 F cm⁻³,
5,25,10.1002/batt.201900185,"2019 Jung, Gund, Gogotsi, Park",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O surface terminations","LiF/HCl (MILD) etching, 9 M HCl + 7.5 M LiF, 35 °C, 24 hr",Few-layer,6.8 (MXene); 5.9 (rGO in MXrGO11)nm,,,,,,3.52 mg cm⁻²,1 M MgSO₄,,2  mV s⁻¹,2 A g⁻¹,,167 F cm⁻³,
5,26,10.1002/batt.201900185,"2019 Jung, Gund, Gogotsi, Park",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O surface terminations","LiF/HCl (MILD) etching, 9 M HCl + 7.5 M LiF, 35 °C, 24 hr",Few-layer,6.8 (MXene); 5.9 (rGO in MXrGO11)nm,,,,,,1.66 mg cm⁻²,1 M MgSO₄,,2  mV s⁻¹,2 A g⁻¹,,209 F cm⁻³,
5,27,10.1002/batt.201900185,"2019 Jung, Gund, Gogotsi, Park",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O surface terminations","LiF/HCl (MILD) etching, 9 M HCl + 7.5 M LiF, 35 °C, 24 hr",Few-layer,6.8 (MXene); 5.9 (rGO in MXrGO11)nm,,,,,,2.02 mg cm⁻²,1 M MgSO₄,,2  mV s⁻¹,2 A g⁻¹,,246 F cm⁻³,
5,28,10.1002/batt.201900185,"2019 Jung, Gund, Gogotsi, Park",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O surface terminations","LiF/HCl (MILD) etching, 9 M HCl + 7.5 M LiF, 35 °C, 24 hr",Few-layer,6.8 (MXene); 5.9 (rGO in MXrGO11)nm,,,,,,2.46 mg cm⁻²,1 M MgSO₄,,2  mV s⁻¹,2 A g⁻¹,,267 F cm⁻³,
5,29,10.1002/batt.201900185,"2019 Jung, Gund, Gogotsi, Park",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O surface terminations","LiF/HCl (MILD) etching, 9 M HCl + 7.5 M LiF, 35 °C, 24 hr",Few-layer,6.8 (MXene); 5.9 (rGO in MXrGO11)nm,,,,,,,1 M MgSO₄,,2  mV s⁻¹,2 A g⁻¹,,439 F cm⁻³,
5,30,10.3390/jcs9030139,2025 Anjum et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",MILD (LiF/HCl etching),Delaminated,3nm,,,,,,5.9 g m⁻²,1 M Na₂SO₄,,,,,,
5,31,10.3390/jcs9030139,2025 Anjum et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",MILD (LiF/HCl etching),Delaminated,3nm,,,,,,5.9 g m⁻²,1 M Na₂SO₄,,,,,,
5,32,10.3390/jcs9030139,2025 Anjum et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",MILD (LiF/HCl etching),Delaminated,3nm,,,,,,6 g m⁻²,1 M Na₂SO₄,,100mV s⁻¹,,493F g⁻¹,,
5,33,10.1002/pssa.201900806,2020 Li et al.,Ti₃C₂,"Ti₃C₂ with –F, –OH, =O surface terminations","NH₄HF₂ etching of Ti₃AlC₂ MAX (2 M, 40°C, 18 h)","Multilayer, partially opened",10.8Å,,,,,,1.1 mg cm⁻²,1 M KOH,15.8m² g⁻¹,20mV s⁻¹,1A g⁻¹,333.3F g⁻¹,,
5,34,10.1002/pssa.201900806,2020 Li et al.,Ti₃C₂,"Ti₃C₂ with K⁺, NH₄⁺ intercalants; –F, –OH, =O, K–F surface groups","NH₄HF₂ etching (2 M, 40°C, 18 h) followed by KOH addition (40 mL, 1.8 M, 4 h stirring)","Multilayer, highly opened",12.4Å,,,,,,1.1 mg cm⁻²,1 M KOH,23.6m² g⁻¹,20mV s⁻¹,1A g⁻¹,690.9F g⁻¹,,
5,42,10.1007/s40820-020-00450-0,2020 Wang et al.,Ti₃C₂Tₓ / MoO₃,Ti₃C₂Tₓ + 10 wt% MoO₃ nanobelts,Vacuum-assisted filtration of MXene + MoO₃ dispersion,,,,,,,,~1 mg cm⁻²,1 M H₂SO₄,,3 mV s⁻¹,10 mA cm⁻²,447 F g⁻¹,,
5,43,10.1007/s40820-020-00450-0,2020 Wang et al.,Ti₃C₂Tₓ / MoO₃,Ti₃C₂Tₓ + 20 wt% MoO₃ nanobelts,Vacuum-assisted filtration of MXene + MoO₃ dispersion,,,,,,,3.0 µm,~1 mg cm⁻²,1 M H₂SO₄,,3 mV s⁻¹,10 mA cm⁻²,545 F g⁻¹,1817 F cm⁻³,
5,44,10.1007/s40820-020-00450-0,2020 Wang et al.,Ti₃C₂Tₓ / MoO₃,Ti₃C₂Tₓ + 30 wt% MoO₃ nanobelts,Vacuum-assisted filtration of MXene + MoO₃ dispersion,,,,,,,Thicker than 20%,~1 mg cm⁻²,1 M H₂SO₄,,3 mV s⁻¹,10 mA cm⁻²,580 F g⁻¹,Lower than 20%;,
5,45,10.1021/acs.est.9b05759,2020 Shen et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F terminations",LiF/HCl etching + DMSO delamination,Delaminated (single-layer confirmed by TEM ~10 Å thick),15.92Å,≥1 µm,,,,,,1 M NaCl,,5mV s⁻¹,100mA g⁻¹,151.9F g⁻¹,,
5,46,10.1021/acs.est.9b05759,2020 Shen et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F terminations",LiF/HCl etching + DMSO delamination + extended sonication (2 h),Delaminated (single-layer),11.36 (film); 22.19 Å post-DMSO intercalation,~350 nm,,,,,,1 M NaCl,,5mV s⁻¹,100mA g⁻¹,156.7F g⁻¹,,
5,47,10.1021/acs.est.9b05759,2020 Shen et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F terminations",Mixed from L and S dispersions; vacuum filtered,Mixed large + small delaminated sheets,22.19Å,200 nm–1 µm,,,,,,1 M NaCl,,5mV s⁻¹,100mA g⁻¹,169.6F g⁻¹,,
5,48,10.1016/j.electacta.2022.140144,2022 Shen et al.,Nb₂CTₓ,"Nb₂C MXene with Co₃O₄ nanoparticles; surface terminations –OH, –F, =O","LiF/HCl etching of Nb₂AlC MAX, then hydrothermal (185 °C, 8 h) co-assembly with Co(NO₃)₂","Multilayer, well-layered structure",6.7° (2θ) → expanded from 7.1° after Co₃O₄ insertion,,,,,,~1mg cm⁻²,"6 M KOH (gel, PVA-KOH)",,10mV s⁻¹,2A g⁻¹,1061F g⁻¹,,
5,49,10.1016/j.electacta.2022.140144,2022 Shen et al.,Nb₂CTₓ,"Nb₂C with –OH, –F, =O terminations",LiF/HCl etching of Nb₂AlC MAX at 180 °C for 24 h,"Multilayer, well-layered","7.1° (2θ), shifted from 12.8° in MAX",,,,,,~1mg cm⁻²,6 M KOH,,10mV s⁻¹,2A g⁻¹,Lower than Co-MXeneF g⁻¹,,
5,52,10.1002/smtd.202201724,2014 Dall'Agnese et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF etching,Accordion-like,,,,,,,,1 M H₂SO₄,,2 mV s⁻¹,,,415 F cm⁻³ @ 2 mV s⁻¹,
5,53,10.1002/smtd.202201724,2020 Li et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,CuCl + APS,Accordion-like,,,,,,,,1 M LiPF₆,,0.5 mV s⁻¹,,738 C g⁻¹ @ 0.5 mV s⁻¹,,
5,54,10.1002/smtd.202201724,2022 Liu et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,CuCl₂ + NaCl + KCl + TBAOH,Parallel restacked layered,,,,,,,,1 M LiPF₆ in EC/DC (1:1),,,0.2 A g⁻¹,225 mAh g⁻¹ @ 0.2 A g⁻¹,,
5,55,10.1002/smtd.202201724,2023 Wu et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,Microwave-assisted etching,Multilayer hexagonal,,,,,,,,3 M KCl,,,1 A g⁻¹,396.17 F g⁻¹ @ 1 A g⁻¹,,
5,56,10.1002/smtd.202201724,2018 Yang et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,NH₄Cl + TMOAH,Bilayer flake,,,,,,,,PVA/H₂SO₄,,10 mV s⁻¹,,,439 F cm⁻³ @ 10 mV s⁻¹,
5,57,10.1002/smtd.202201724,2019 Wang et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,HCl + LiF,Nanosheets,,,,,,,,LiTFSI–PC,,2 mV s⁻¹,,195 F g⁻¹ @ 2 mV s⁻¹,,
5,58,10.1002/smtd.202201724,2023 Liu et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,HCl + LiF,Nanosheets,,,,,,,,MSA/PVA,,100 mA cm⁻²,,,,1719 mF cm⁻² @ 100 mA cm⁻²
5,59,10.1002/smtd.202201724,2022 Feng et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,HCl + LiF,Nanosheets,,,,,,,,EMIMBF₄,,1 V s⁻¹,,,277 µF cm⁻³ @ 1 V s⁻¹,
5,60,10.1002/smtd.202201724,2016 Lin et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,HCl + LiF,2D layered,,,,,,,,EMITFSI,,20 mV s⁻¹,,70 F g⁻¹ @ 20 mV s⁻¹,,
5,61,10.1002/smtd.202201724,2019 Zheng et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,HCl + LiF,2D layered,,,,,,,,EMIMBF₄/PVDF-HFP,,50 mV s⁻¹,,,96 F cm⁻³ @ 50 mV s⁻¹,
5,62,10.1002/smtd.202201724,2022 Zhu et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,HCl + LiF,2D layered,,,,,,,,Water-in-LiCl salt gel,,5 mV s⁻¹,,,,19.9 mF cm⁻³ @ 5 mV s⁻¹
5,65,10.1002/smtd.202201724,2021 Xia et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,HCl + HF,Wavy shape,,,,,,,,19.8 M LiCl,,2 mV s⁻¹,,104 F g⁻¹ @ 2 mV s⁻¹,,
5,66,10.1002/smtd.202201724,2018 Bao et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,HF etching,3D porous,,,,,,,,1 M NaCl,,5 mV s⁻¹,,,410 F cm⁻³ @ 5 mV s⁻¹,
5,69,10.1002/smtd.202201724,2019 Shang et al.,Ti₃C₂Tₓ/NiO,Ti₃C₂Tₓ + NiO composite,HCl + LiF,3D porous,,,,,,,,1 M Na₂SO₄,,2 mV s⁻¹,,,341 F cm⁻³ @ 2 mV s⁻¹,
5,70,10.1002/smtd.202201724,2018 Fu et al.,Ti₃C₂Tₓ/SCNT,Ti₃C₂Tₓ + single-wall CNT composite,HCl + LiF,Orderly stacked layers,,,,,,,,1 M KOH,,2 mV s⁻¹,,,220 mF cm⁻³ @ 2 mV s⁻¹,
5,71,10.1002/smtd.202201724,2021 Li et al.,Ti₃C₂Tₓ/CNTs,Ti₃C₂Tₓ + CNTs composite,HCl + LiF,Orderly stacked layers,,,,,,,,1 M Na₂SO₄,,3 mA cm⁻²,,,,1.94 F cm⁻² @ 3 mA cm⁻²
5,72,10.1002/smtd.202201724,2016 Dall'Agnese et al.,Ti₃C₂Tₓ/CNTs,Ti₃C₂Tₓ + CNTs composite,HCl + LiF,Orderly stacked layers,,,,,,,,1 M EMITFSI in ACN,,2 mV s⁻¹,,,245 mF cm⁻³ @ 2 mV s⁻¹,
5,73,10.1002/smtd.202201724,2022 Fan et al.,Ti₃C₂Tₓ/PPy,Ti₃C₂Tₓ + polypyrrole composite,HCl + LiF,2D layered,,,,,,,,[EMIM]NTf₂,,20 mV s⁻¹,,51.85 F g⁻¹ @ 20 mV s⁻¹,,
5,75,10.1002/smtd.202201724,2022 Tahir et al.,Ti₃C₂Tₓ/V₂O₅,Ti₃C₂Tₓ + V₂O₅ composite,HF etching,Lamellar,,,,,,,,1 M K₂SO₄,,10 mV s⁻¹ (V),,1024 F g⁻¹ @ 10 mV s⁻¹,,
5,76,10.1002/smtd.202201724,2021 Zhang et al.,Ti₃C₂Tₓ/MnO₂,Ti₃C₂Tₓ + MnO₂ composite,HCl + LiF,Layered,,,,,,,,1 M Na₂SO₄,,,1 A g⁻¹,452 F g⁻¹ @ 1 A g⁻¹,,
5,77,10.1002/smtd.202201724,2017 Luo et al.,Ti₃C₂Tₓ@CTAB,Ti₃C₂Tₓ pillared with CTAB,HF etching,Pillared,,,,,,,,1 M LiPF₆ in EC/DEC/EMC (1:1:1) + 1 wt% FEC,,,1 A g⁻¹,506 mAh g⁻¹ @ 1 A g⁻¹,,
5,80,10.1002/smtd.202201724,2022 Zhu et al.,Ti₃C₂Tₓ/AC/TEAPW12,Ti₃C₂Tₓ + activated carbon + TEAPW12 composite,LiF + HCl,3D porous,,,,,,,,1 M TEABF₄ in ACN,,1 mV s⁻¹,,76 F g⁻¹ @ 1 mV s⁻¹,,
